id_senha,agencia,codigo_agencia,numero_balcao,tipo_servico,data_atendimento,hora_chegada,hora_atendimento,hora_fim,tempo_espera_min,tempo_atendimento_min,status_atendimento,prioridade,funcionario_id,capacidade_balcao,observacoes
SNH0004719,Ingombota,KXM-ING,1,Depósito,01/03/2025,14:04,15:10,15:14,66,4,Atendido,Idoso,FUN0030,4,Cliente satisfeito
SNH0017237,Kilamba,KXM-KIL,3,Depósito,06/02/2025,11:16,13:15,13:38,119,23,Atendido,Normal,FUN0008,4,Impressora com falha
SNH0000472,Miramar,KXM-MIR,4,Transferência,2025-03-11,10:13,10:33,11:00,20,27,Atendido,Empresa,FUN0016,4,
SNH0015043,Ingombota,KXM-ING,3,Pagamento de Serviços,2025/02/26,,14:47,15:15,33,28,Atendido,Empresa,FUN0022,4,Cliente reclamou do tempo de espera
SNH0008426,Cazenga,KXM-CAZ,1,Pagamento de Serviços,15-02-2025,08:43,09:24,09:43,41,19,Reagendado,Empresa,FUN0032,4,
SNH0015140,Samba,KXM-SAM,2,deposito,03/03/2025,12:15,14:03,14:32,108,29,Reagendado,Idoso,FUN0047,4,
SNH0002003,Samba,KXM-SAM,1,Levantamento,2025-01-29,08:00,09:22,09:54,82,32,Atendido,Normal,FUN0016,4,Impressora com falha
SNH0010780,Samba,KXM-SAM,1,Transferência,2025/01/20,09:25,10:09,10:27,44,18,Reagendado,Normal,FUN0031,4,Sem energia - sistema reiniciado
SNH0013198,Kilamba,KXM-KIL,1, Levantamento,22/03/2025,09:11,10:54,11:35,103,41,Atendido,Gestante,FUN0039,4,
SNH0016646,Miramar,KXM-MIR,4,Actualização de Dados,05/03/2025,10:13,10:24,11:00,11,36,Atendido,Normal,FUN0044,4,Cliente satisfeito
SNH0002664,Viana,KXM-VIA,3,Depósito,14/01/2025,14:16,14:38,15:12,22,34,Atendido,Empresa,FUN0041,4,
SNH0005606,Viana,KXM-VIA,3,pagamento de serviços,12/03/2025,09:19,10:37,11:10,78,33,Atendido,Empresa,FUN0039,4,Cliente voltará amanhã
SNH0010918,Rangel,KXM-RAN,3,Crédito,2025/02/19,08:32,09:53,10:24,81,31,Atendido,Idoso,FUN0017,4,
SNH0008435,Miramar,KXM-MIR,4,Transferência,2025/03/03,12:29,13:18,13:54,49,36,Atendido,Normal,FUN0019,4,Cliente satisfeito
SNH0016599,Cazenga,KXM-CAZ,3,Pagamento de Serviços,08/02/2025,08:53,10:51,11:00,118,9,Desistiu,Empresa,FUN0009,4,
SNH0007300,Miramar,KXM-MIR,2, Levantamento,2025-03-21,08:09,08:57,09:41,48,44,Atendido,Normal,FUN0041,4,
SNH0014829,Maianga,KXM-MAI,2,Depósito,26/02/2025,10:21,11:24,11:28,0,-7,Atendido,Idoso,FUN0018,4,Atendimento prioritário solicitado
SNH0006608,Samba,KXM-SAM,1,Crédito,03/02/2025,08:54,09:02,09:37,8,35,Atendido,Empresa,FUN0037,4,Problema com o cartão
SNH0017561,Talatona,KXM-TAL,3,Depósito,2025-01-02,09:44,09:49,09:57,5,8,Atendido,Normal,FUN0034,4,Cliente voltará amanhã
SNH0017091,Cazenga,KXM-CAZ,4,Depósito,2025-03-10,11:09,12:41,13:26,92,45,Reagendado,Idoso,FUN0031,4,Sem energia - sistema reiniciado
SNH0015693,MAIANGA,KXM-BEN,4,Levantamento,01/03/2025,13:33,13:47,14:10,14,23,Atendido,Gestante,FUN0047,4,
SNH0003697,Ingombota,KXM-ING,4,Actualizacao de Dados,07/03/2025,09:28,10:38,10:49,70,11,Atendido,Idoso,FUN0013,4,
SNH0017472,Miramar,KXM-MIR,4,Abertura de Conta,17/01/2025,11:06,13:02,13:45,116,43,Atendido,Normal,FUN0040,4,Sem energia - sistema reiniciado
SNH0000849,Samba,KXM-SAM,2,Pagamento de Serviços,21/01/2025,14:31,14:54,14:59,984,5,Atendido,Normal,FUN0043,4,
SNH0015743,Talatona,KXM-TAL,1,Pagamento de Serviços,2025/01/20,14:34,15:32,15:37,58,5,Atendido,Normal,FUN0031,4,Falta de documentos
SNH0017066,Benfica,KXM-BEN,1,Crédito,19/02/2025,09:35,11:42,08:58,430,37,Atendido,Empresa,FUN0020,4,Falta de documentos
SNH0006903,Cazenga,KXM-CAZ,2,Abertura de Conta,11/01/2025,14:25,15:41,16:02,76,21,Atendido,Normal,FUN0003,4,
SNH0014217,Maianga,KXM-MAI,4,Actualização de Dados,19-02-2025,10:05,10:30,10:48,-12,18,Atendido,Empresa,FUN0043,4,Cliente reclamou do tempo de espera
SNH0019756,Cazenga,KXM-CAZ,4,Pagamento de Serviços,2025-01-03,09:56,15:15,,19,3,Desistiu,Normal,FUN0033,4,
SNH0007811,Viana,KXM-VIA,4,Levantamento,12/03/2025,12:06,13:06,13:48,60,42,Atendido,Normal,FUN0040,4,Cliente voltará amanhã
SNH0008937,Samba,KXM-SAM,4,Depósito ,2025-03-22,08:30,09:56,10:04,86,8,Desistiu,Normal,FUN0034,4,
SNH0006487,Samba,KXM-SAM,3,Crédito,2025/02/03,12:13,13:25,13:41,72,16,Atendido,Normal,FUN0012,4,
SNH0004709,Benfica,KXM-BEN,2,Pagamento de Serviços,25/02/2025,08:22,09:36,,74,12,Desistiu,Normal,FUN0008,4,Cliente satisfeito
SNH0017059,Miramar,KXM-MIR,2,Levantamento,01/02/2025,14:23,14:32,15:13,9,41,Atendido,Normal,FUN0006,4,Impressora com falha
SNH0002648,Viana,KXM-VIA,2,Levantamento,2025/01/10,14:26,15:55,16:18,89,23,Atendido,Idoso,,4,
SNH0018632,Benfica,KXM-BEN,2, Levantamento,04/03/2025,13:30,14:52,14:55,82,3,Atendido,Idoso,FUN0004,4,Cliente satisfeito
SNH0004569,Miramar,KXM-MIR,2,Crédito,14/02/2025,13:38,14:39,15:18,61,39,Atendido,Empresa ,FUN0030,4,Cliente voltará amanhã
SNH0002957,Samba,KXM-SAM,2,Depósito,2025-03-19,10:47,12:20,13:03,-25,-16,Atendido,Normal,FUN0006,4,
SN2268,Benfica,KXM-BEN,4,Depósito,22/03/2025,11:28,12:22,12:47,54,25,Desistiu,Normal,FUN0006,4,Problema com o cartão
SNH0016486,Miramar,KXM-MIR,2,CRÉDITO,31/03/2025,08:54,10:28,10:43,94,15,Atendido,Gestante,FUN0019,4,Cliente reclamou do tempo de espera
SNH0008292, Cazenga,KXM-MIR,4,Crédito,04/01/2025,10:06,11:54,12:35,108,41,Atendido, Normal,FUN0016,4,
SNH0005258,Cazenga,KXM-CAZ,3,Abertura de Conta,2025-01-09,08:00,08:23,09:03,23,40,Atendido,Normal,FUN0038,4,
SNH0015716,Rangel,KXM-RAN,4,Actualização de Dados,20/01/2025,09:27,10:08,10:29,41,21,Reagendado,Normal,FUN0044,4,
SNH0009760,Samba,KXM-SAM,4,pagamento de serviços,2025-01-03,14:48,14:49,,1,25,Desistiu,Normal,FUN0016,4,Cliente reclamou do tempo de espera
SNH0007821,Viana,KXM-VIA,2,Tranferência,24/01/2025,13:24,13:57,,33,11,Desistiu,Gestante,FUN0028,4,Sistema lento
SNH0013954,Cazenga,KXM-CAZ,2,,20/03/2025,12:57,13:47,14:12,50,25,Atendido,Idoso,FUN0040,4,Sistema lento
SNH0002531,Miramar,KXM-MIR,2,Depósito,2025/03/18,08:46,08:49,09:34,3,45,Atendido,Normal,FUN0020,4,
SNH0014108,Viana,KXM-VIA,3,Depósit0,2025-01-13,13:22,14:57,15:41,95,44,Atendido,Normal,FUN0009,4,Cliente satisfeito
SNH0011723,Maianga,KXM-MAI,4,Levantamento,31/01/2025,11:49,13:17,13:30,88,13,Atendido,Normal,FUN0018,4,Impressora com falha
SNH0007833,Miramar,KXM-MIR,3,Levantamento,2025-01-30,08:52,10:10,10:19,78,9,Atendido,Empresa,FUN0047,4,Sem energia - sistema reiniciado
SNH0019508,Samba,KXM-SAM,3,Tranferência,04/01/2025,14:03,15:36,15:46,93,10,Desistiu,Normal,FUN0006,4,Impressora com falha
SNH0008505,Viana ,KXM-BEN,2,,01/02/2025,11:53,13:47,14:15,114,28,Atendido,Gestante,FUN0049,4,
SNH0016062,Viana,KXM-VIA,1,Transferência,2025-02-25,12:44,13:35,13:58,51,23,Reagendado,Normal,FUN0045,4,
SNH0003433,Viana,KXM-VIA,3,Transferência,02/01/2025,09:06,10:06,10:15,60,9,Atendido,Normal,FUN0011,4,Cliente reclamou do tempo de espera
SNH0015375,Kilamba,KXM-KIL,1,Crédito,30/01/2025,14:06,14:45,14:58,39,13,Atendido,Empresa,FUN0005,4,
SNH0013903,Rangel,KXM-RAN,4,Actualização de Dados,09/01/2025,08:35,10:18,10:32,103,14,Atendido,Normal,FUN0022,4,Problema com o cartão
SNH0017320,Samba,KXM-SAM,2,CRÉDITO,17/03/2025,11:10,12:48,12:51,98,3,Atendido,Normal,FUN0039,4,
SNH0004252,Viana ,KXM-MIR,1,Pagamento de Serviços,2025-03-07,10:23,11:14,11:45,51,-7,Atendido,Idoso,FUN0033,4,
SNH0012317,Rangel,KXM-RAN,1,Transferência,2025-01-10,08:25,09:11,09:46,46,35,Atendido,Normal,FUN0011,4,
SNH0006118,Kilamba,KXM-KIL,4,pagamento de serviços,13/01/2025,08:56,09:42,10:05,46,23,Atendido,Normal,FUN0031,4,Impressora com falha
SNH0015385,Miramar,KXM-MIR,4,,15/01/2025,09:07,09:13,09:39,6,26,Atendido,Empresa,FUN0040,4,Cliente voltará amanhã
SNH0018645,Viana,KXM-VIA,1,Levantamento,2025-03-05,09:13,10:23,10:58,70,35,Atendido,Normal,FUN0016,4,Sem energia - sistema reiniciado
SNH0013773,Cazenga,KXM-CAZ,2,Levantamento,26/02/2025,13:22,15:20,15:43,118,23,Atendido,Normal,FUN0025,4,Sem energia - sistema reiniciado
SNH0000955,Samba,KXM-SAM,3,Actualização de Dados,15/02/2025,,15:39,16:06,112,27,Desistiu,Normal,FUN0005,4,
SNH0013286,Rangel,KXM-RAN,2,Abertura de Conta,21/01/2025,10:48,11:59,12:33,71,34,Atendido,Normal,,4,
SNH0006179,Samba,KXM-SAM,4,Transferência,22/01/2025,13:32,14:03,14:09,31,6,Atendido,Normal,FUN0043,4,Impressora com falha
SNH0009572,Viana,KXM-VIA,3,Pagamento de Serviços,27/02/2025,10:20,11:37,12:04,77,27,Atendido,Idoso,FUN0014,4,Sistema lento
SNH0018688,Cazenga,KXM-CAZ,4,Levantamento,17/02/2025,09:21,09:29,09:36,8,7,Atendido,gestante,FUN0019,4,
SNH0006322,Viana,KXM-VIA,2,Actualização de Dados,14/01/2025,14:12,15:19,16:00,67,41,Atendido,Empresa,FUN0009,4,Problema com o cartão
SEN-0008767,Kilamba,KXM-KIL,3,Abertura de Conta,21/03/2025,08:31,10:12,10:35,101,23,Desistiu,Empresa,FUN0044,4,Cliente voltará amanhã
SNH0000039,Samba,KXM-SAM,4,Actualização de Dados,03-03-2025,09:17,10:20,10:25,0,5,Atendido,Empresa,FUN0022,4,Sem energia - sistema reiniciado
SNH0009195,Samba,KXM-SAM,2,Transferência,22/03/2025,,12:37,12:48,70,11,Atendido,Normal,FUN0024,4,Sistema lento
SNH0002891,Viana,KXM-VIA,3,Depósito ,04-03-2025,09:40,10:09,10:20,29,11,Reagendado,Normal,FUN0024,4,
SNH0013095,Cazenga,KXM-CAZ,1,Levantamento,2025/02/18,08:50,10:30,11:07,100,37,Atendido,Empresa,FUN0012,4,Impressora com falha
SNH0018027,Cazenga,KXM-CAZ,1,,13/02/2025,,15:08,15:19,80,11,Atendido,Normal,FUN0048,4,Cliente satisfeito
SNH0009271,Talatona,KXM-TAL,4,Crédito,30/01/2025,14:30,14:49,15:29,333,40,Atendido,Empresa,FUN0041,4,Cliente satisfeito
SNH0001875,Talatona,KXM-TAL,1,Transferência,19/02/2025,13:46,14:03,14:32,17,29,Atendido,IDOSO,FUN0046,4,Atendimento prioritário solicitado
SNH0011582,Viana,KXM-VIA,3,Depósit0,2025-01-04,14:50,14:52,15:22,2,30,Atendido,Idoso,FUN0039,4,
SNH0002374,Samba,KXM-SAM,4,Pagamento de Serviços,2025-03-26,12:05,13:07,13:42,62,35,Atendido,Gestante,FUN0014,4,
SNH0015630,Benfica,KXM-BEN,1,Levantamento,15/01/2025,12:11,13:23,13:31,72,8,Atendido,Empresa,FUN0044,4,Sem energia - sistema reiniciado
SN19872,Cazenga,KXM-CAZ,1,Levantamento,2025-03-17,13:38,14:30,15:14,52,44,Atendido,Idoso,FUN0016,4,Impressora com falha
SNH0018970,Benfica,KXM-BEN,1,Abertura de conta,28/02/2025,09:08,11:00,11:24,112,24,Atendido,Normal,FUN0034,4,Sem energia - sistema reiniciado
SNH0018150,Miramar,KXM-MIR,4,Crédito,29/03/2025,08:03,08:55,09:23,52,28,Atendido,Normal,FUN0046,4,Sistema lento
SNH0004950,Miramar,KXM-MIR,1,Transferência,2025-01-30,12:01,12:49,13:24,48,35,Atendido,Normal,FUN0009,4,Problema com o cartão
SNH0008851,Maianga,KXM-MAI,3,Levantamento,2025-03-01,12:15,12:56,13:40,41,44,Atendido,Gestante,FUN0036,4,
SNH0003396,Rangel,KXM-RAN,3,Pagamento de Serviços,2025-03-31,08:36,09:50,09:58,74,8,Atendido,Normal,FUN0008,4,Sistema lento
SNH0007418,Miramar,KXM-MIR,2,Depósito,25/03/2025,14:21,15:07,15:52,46,45,Atendido,Normal,,4,Cliente reclamou do tempo de espera
SNH0005046,Talatona,KXM-TAL,4,Crédito,2025-02-22,13:54,14:11,14:34,17,23,Atendido,Normal,FUN0030,4,
SNH0008688,Viana,KXM-VIA,4,Depósito,08/01/2025,09:40,11:15,11:58,95,43,Atendido,Empresa,,4,Problema com o cartão
SNH0007973,Talatona,KXM-TAL,1,Actualização de Dados,18/02/2025,09:19,11:00,11:34,101,34,Atendido,Normal,FUN0047,4,
SNH0003221,Cazenga,KXM-CAZ,4,Abertura de Conta,10/02/2025,11:37,12:02,12:06,25,4,Atendido,Gestante,,4,
SNH0017741,Ingombota,KXM-ING,1,Abertura de Conta,2025-03-14,10:12,10:21,11:06,9,45,Atendido,Normal,FUN0037,4,Sistema lento
SNH0002567,Ingombota,KXM-ING,3,Pagamento de Serviços,2025-02-11,11:53,11:56,12:19,3,23,Atendido,Normal,FUN0049,4,Cliente voltará amanhã
SNH0018269,Kilamba,KXM-KIL,2,Abertura de Conta,12-02-2025,11:02,12:21,12:35,79,14,Atendido,Empresa,FUN0017,4,
SNH0018134,Talatona,KXM-TAL,2,Depósito,2025-01-18,10:01,10:57,11:14,56,17,Atendido,Empresa,FUN0033,4,Sistema lento
SNH0002036,Miramar,KXM-MIR,4,Actualização de Dados,2025-02-25,13:11,14:03,14:08,52,5,Atendido,Normal,FUN0028,4,Sem energia - sistema reiniciado
SNH0006064,Benfica,KXM-BEN,2,Crédito,01/03/2025,12:45,13:36,14:07,51,31,Atendido,Idoso,FUN0020,4,Cliente satisfeito
SNH0007983,Rangel,KXM-RAN,4,,08/03/2025,09:51,09:56,10:31,5,35,Reagendado,Idoso,FUN0009,4,Sem energia - sistema reiniciado
SNH0013921,Rangel,KXM-RAN,1,Transferência,31-01-2025,13:06,13:22,13:27,0,5,Atendido,Normal,FUN0023,4,Impressora com falha
SNH0011048,Miramar,KXM-MIR,3,Actualização de Dados,10/01/2025,10:27,11:56,12:10,89,14,Atendido,Idoso,,4,
SNH0012555,Kilamba,KXM-KIL,1,Abertura de Conta,2025-01-31,09:11,09:16,09:55,5,39,Reagendado,Empresa,FUN0047,4,Atendimento prioritário solicitado
SNH0000519,Viana,KXM-VIA,3,Transferência,2025-03-27,13:25,14:05,14:14,40,9,Atendido,gestante,FUN0021,4,
SNH0007137,Ingombota,KXM-ING,4,Tranferência,2025-02-06,10:26,12:18,13:00,112,42,Atendido,Idoso,FUN0045,4,Problema com o cartão
SNH0019769,Maianga,KXM-MAI,1,Pagamento de Serviços,03/01/2025,08:46,09:58,,72,39,Desistiu,Gestante,FUN0019,4,Cliente reclamou do tempo de espera
SNH0003343,Samba,KXM-SAM,2,Credito,2025-01-14,12:01,12:30,12:38,29,8,Reagendado,Empresa,FUN0038,4,Falta de documentos
SNH0002612,Viana,KXM-VIA,4,Abertura de Conta,2025/02/28,12:59,13:10,13:53,11,43,Atendido,Idoso,FUN0001,4,
SNH0019612,Ingombota,KXM-ING,3,Crédito,2025-02-27,10:15,11:52,12:27,97,35,Atendido,Normal,,4,
SNH0014544,Benfica,KXM-BEN,4,Abertura de Conta,2025-02-18,,14:57,15:14,64,17,Atendido,Empresa,FUN0046,4,Problema com o cartão
SNH0019269,Rangel,KXM-RAN,4,Crédito,24/02/2025,10:37,11:01,11:41,24,40,Atendido,Idoso,FUN0046,4,Cliente satisfeito
SNH0003432,Maianga,KXM-MAI,1,,03/03/2025,13:05,13:08,13:38,3,30,Atendido,Normal,FUN0007,4,Sem energia - sistema reiniciado
SNH0001739,Rangel,KXM-RAN,1,Depósito ,14/01/2025,14:58,14:59,15:12,1,13,Atendido,Normal,FUN0004,4,Sem energia - sistema reiniciado
SNH0005943,Samba,KXM-SAM,1,Actualização de Dados,30/01/2025,10:03,10:53,11:11,50,18,Atendido,Normal,FUN0010,4,Falta de documentos
SNH0003176,Samba,KXM-SAM,3,Crédito,07/03/2025,08:13,09:53,10:02,100,9,Atendido,Empresa,FUN0033,4,
SNH0018244,Maianga,KXM-MAI,4,Transferência,2025-02-17,12:15,13:16,,61,14,Desistiu,Normal,FUN0018,4,
SNH0002947,Miramar,KXM-MIR,3,Crédito,04/01/2025,12:55,13:43,14:26,48,43,Atendido,Gestante,FUN0012,4,
SNH0000131,Samba,KXM-SAM,1,Abertura de Conta,17-02-2025,09:29,09:32,,3,28,Desistiu,Normal,FUN0036,4,
SNH0018844,Talatona,KXM-TAL,2,Depósito,24/01/2025,13:17,14:35,15:07,78,32,Atendido,Normal,FUN0003,4,Problema com o cartão
SNH0016574,Ingombota,KXM-ING,2,Levantamento,2025-02-12,10:28,10:54,11:20,0,26,Desistiu,Normal,FUN0042,4,Problema com o cartão
SNH0019393,Maianga,KXM-MAI,1,pagamento de serviços,17/02/2025,10:14,12:02,12:10,108,8,Atendido,Normal,FUN0038,4,Sistema lento
SNH0002342,Rangel,KXM-RAN,4,,24/02/2025,10:32,10:52,11:19,20,27,Desistiu,Normal,FUN0047,4,Cliente satisfeito
SNH0010022,Rangel,KXM-RAN,2,Transferência,05/02/2025,08:29,09:48,10:24,315,36,Atendido,Empresa,FUN0044,4,Atendimento prioritário solicitado
SEN-0017118,Benfica,KXM-BEN,4,Depósito,2025-01-23,09:39,10:20,10:44,41,24,Desistiu,Normal,FUN0042,4,
SNH0016012,Miramar,KXM-MIR,1,Abertura de Conta,13/03/2025,08:31,09:30,09:43,59,13,Atendido,Gestante,FUN0042,4,Problema com o cartão
SNH0016009,Kilamba,KXM-KIL,2,Depósito,2025-03-31,10:44,12:04,,80,37,Desistiu,Gestante,FUN0035,4,
SNH0002122,Benfica,KXM-BEN,1,pagamento de serviços,17/03/2025,,12:17,12:48,32,31,Atendido,Normal,FUN0046,4,
SNH0009501,Rangel,KXM-RAN,1,Deposito,05/02/2025,13:40,14:53,15:23,73,30,Reagendado,Normal,FUN0020,4,
SNH0007164,Talatona,KXM-TAL,3,Actualização de Dados,21/02/2025,11:30,13:06,13:20,96,14,Atendido,Empresa,FUN0011,4,Cliente reclamou do tempo de espera
SNH0003659,Ingombota,KXM-ING,3,Transferência,20/03/2025,11:17,11:22,11:41,5,19,Desistiu,Normal,FUN0049,4,Problema com o cartão
SNH0019332,Rangel,KXM-RAN,1,Pagamento de Serviços,17/03/2025,12:22,12:40,13:24,18,44,Reagendado,Normal,FUN0012,4,Cliente reclamou do tempo de espera
SNH0011811,Talatona,KXM-TAL,1,Actualização de Dados,2025/02/17,09:22,10:48,11:19,86,31,Atendido,Normal,FUN0025,4,Cliente satisfeito
SNH0004575,Maianga,KXM-MAI,3,Crédito,12/03/2025,12:47,13:23,14:05,36,42,Atendido,Normal,FUN0047,4,
SNH0000021,Miramar,KXM-MIR,1,Actualização de Dados,10/03/2025,09:08,10:50,11:22,102,32,Atendido,Empresa,FUN0039,4,
SNH0001901,Ingombota,KXM-ING,1,Abertura de Conta,28/01/2025,11:41,12:43,,62,17,Desistiu,Idoso,FUN0035,4,
SNH0002408,Miramar,KXM-MIR,1,Depósito,2025-03-10,09:47,11:18,11:24,0,6,Atendido,Normal,FUN0007,4,Cliente reclamou do tempo de espera
SNH0006505,Viana,KXM-VIA,2,Pagamento de Serviços,2025-01-14,13:10,15:09,15:46,119,37,Atendido,Idoso,FUN0048,4,Cliente voltará amanhã
SNH0009961,Viana,KXM-VIA,2,Transferência,27/01/2025,12:09,12:45,,36,28,Desistiu,Normal,FUN0006,4,Falta de documentos
SNH0009228,Cazenga,KXM-CAZ,1,Abertura de Conta,2025-03-03,14:51,15:39,16:01,48,22,Atendido,Idoso,FUN0025,4,
SNH0012511,Benfica,KXM-BEN,1,Crédito,15/03/2025,,10:17,,21,19,Desistiu,Idoso,FUN0035,4,Sistema lento
SNH0009696,Talatona,KXM-TAL,1,Actualização de Dados,17/02/2025,11:54,12:28,12:32,34,4,Atendido,Normal,,4,Falta de documentos
SN724,Cazenga,KXM-CAZ,1,,20/01/2025,13:30,13:30,14:13,0,43,Atendido,Normal,FUN0025,4,Problema com o cartão
SNH0007663,Rangel,KXM-RAN,4,Actualização de Dados,04/03/2025,10:05,15:13,09:57,42,24,Atendido,Normal,FUN0033,4,
SNH0002508,Samba,KXM-SAM,4,Actualização de Dados,21/02/2025,14:45,15:50,15:55,65,5,Atendido,Normal,FUN0017,4,Problema com o cartão
SNH0005729,Miramar,KXM-MIR,3,Crédito,10/01/2025,14:12,14:38,14:57,26,19,Atendido,Gestante,FUN0001,4,Cliente voltará amanhã
SNH0015172,Rangel,KXM-RAN,4,Depósito,2025-03-06,13:02,14:51,15:25,109,34,Atendido,Normal,FUN0009,4,
SNH0005641, Cazenga,KXM-BEN,3,Abertura de Conta,29/03/2025,,14:18,14:35,68,17,Atendido,Empresa,FUN0001,4,
SNH0003642,Benfica,KXM-BEN,4,pagamento de serviços,2025-03-28,11:56,12:17,12:50,21,33,Atendido,Normal,FUN0037,4,Problema com o cartão
SNH0017566,Cazenga,KXM-CAZ,1,Depósito,2025-01-11,12:35,12:50,,15,25,Desistiu,Idoso,FUN0043,4,
SNH0010865,Samba,KXM-SAM,3,Pagamento de Serviços,21/02/2025,09:03,10:45,11:08,102,23,Desistiu,gestante,FUN0006,4,
SNH0006692,Benfica,KXM-BEN,3,,03/02/2025,14:46,16:16,16:27,90,11,Reagendado,Normal,FUN0043,4,Cliente satisfeito
SNH0008910,Kilamba,KXM-KIL,4,,13/01/2025,13:05,14:59,15:38,114,39,Atendido,Empresa,FUN0037,4,Problema com o cartão
SNH0008605,Viana,KXM-VIA,2,Depósito ,17/03/2025,08:54,10:43,11:17,109,34,Atendido,Idoso,FUN0038,4,Cliente voltará amanhã
SNH0005540,Miramar,KXM-MIR,3,Depósito,19-03-2025,09:50,11:27,11:56,97,29,Atendido,Idoso,FUN0012,4,Cliente reclamou do tempo de espera
SNH0004537,Viana,KXM-VIA,4,Pagamento de Serviços,03/03/2025,14:37,15:51,16:07,74,16,Desistiu,Normal,FUN0020,4,Cliente voltará amanhã
SNH0019338,Samba,KXM-SAM,3,Abertura de Conta,29/03/2025,08:47,08:49,09:20,2,31,Atendido,Normal,FUN0013,4,
SNH0019771,Cazenga,KXM-CAZ,2,Depósito,19-03-2025,09:15,11:37,,62,21,Desistiu,Normal,FUN0042,4,Cliente satisfeito
SNH0015265,Cazenga,KXM-CAZ,1,Depósito,2025/01/28,12:37,14:35,14:46,118,11,Atendido,Gestante,FUN0010,4,
SNH0004482,Miramar,KXM-MIR,1,Depósito,2025/02/24,14:05,15:26,15:35,81,9,Reagendado,Idoso,FUN0022,4,
SNH0005051,Rangel,KXM-RAN,1, Levantamento,2025-03-03,12:14,12:23,12:37,-2,14,Atendido,Idoso,FUN0038,4,
SNH0012651,Maianga,KXM-MAI,2,Pagamento de Serviços,01/03/2025,09:08,10:49,11:08,101,19,Desistiu,Gestante,FUN0032,4,
SNH0014384,Benfica,KXM-BEN,1,Crédito,2025/03/27,10:58,12:56,13:08,118,12,Atendido,Normal,FUN0036,4,Cliente voltará amanhã
SNH0018248,Samba,KXM-SAM,1,DEPOSITO,2025-03-17,11:35,12:53,12:58,78,5,Atendido,Gestante,FUN0042,4,
SNH0007752,Miramar,KXM-MIR,3,Actualização de Dados,25/01/2025,12:28,13:34,13:46,66,12,Atendido,Normal,FUN0041,4,
SNH0006474,Talatona,KXM-TAL,2,Actualização de Dados,2025-03-29,14:13,14:29,14:40,16,11,Atendido,Normal,FUN0006,4,
SNH0010062,Talatona,KXM-TAL,1,Crédito,2025-01-17,13:59,14:44,14:56,45,12,Atendido,Normal,FUN0048,4,
SN3510,Kilamba,KXM-KIL,1,Pagamento de Serviços,25/03/2025,09:01,10:38,10:45,97,7,Atendido,Normal,FUN0001,4,
SNH0001140,Benfica,KXM-BEN,3,CRÉDITO,20/01/2025,13:07,14:36,14:50,89,14,Atendido,Empresa,FUN0005,4,Atendimento prioritário solicitado
SNH0016894,Rangel,KXM-RAN,1,,04/03/2025,,13:14,13:25,73,11,Atendido,Normal,FUN0035,4,Cliente satisfeito
SNH0012270,Ingombota,KXM-ING,2,Tranferência,12/03/2025,14:19,16:17,16:53,118,36,Atendido,Idoso,FUN0023,4,Atendimento prioritário solicitado
SNH0015152,Rangel,KXM-RAN,1,Levantamento,2025-01-13,10:20,10:52,11:33,32,41,Atendido,Idoso,FUN0017,4,
SNH0015091,Cazenga,KXM-CAZ,2,Transferência,10/02/2025,13:01,14:45,14:56,104,-5,Atendido,Normal,FUN0008,4,
SNH0016480,Viana,KXM-VIA,2,Tranferência,08/02/2025,12:56,13:07,13:52,11,45,Atendido,Empresa,FUN0036,4,Falta de documentos
SNH0003041,Ingombota,KXM-ING,4,Crédito,17/02/2025,14:09,15:31,15:50,82,19,Atendido,Idoso,FUN0002,4,Cliente reclamou do tempo de espera
SNH0012293,Maianga,KXM-MAI,2,Actualização de Dados,03/02/2025,14:38,16:05,16:37,87,32,Atendido,Normal,FUN0050,4,Atendimento prioritário solicitado
SNH0018069,Rangel,KXM-RAN,1,Crédito,2025/01/08,13:45,15:14,15:48,89,34,Atendido,Normal,FUN0008,4,Atendimento prioritário solicitado
SNH0010390,Maianga,KXM-MAI,4,Crédito,01/03/2025,13:21,13:21,,0,11,Reagendado,Empresa,FUN0023,4,
SNH0008143,Benfica,KXM-BEN,4,Crédito,03/03/2025,08:35,08:59,09:08,24,9,Reagendado,Normal,FUN0014,4,Cliente reclamou do tempo de espera
SNH0006258,Ingombota,KXM-ING,1,Levantamento,2025-02-14,13:35,14:44,15:21,-17,37,Desistiu,Idoso,FUN0038,4,Sem energia - sistema reiniciado
SNH0003255,Samba,KXM-SAM,2,Crédito,10/03/2025,09:45,11:34,12:10,109,36,Atendido,Normal,FUN0043,4,Sistema lento
SNH0006174,Miramar,KXM-MIR,3,Transferência,2025-01-13,14:39,15:06,,27,42,Reagendado,Normal,FUN0012,4,Cliente reclamou do tempo de espera
SNH0001424,Cazenga,KXM-CAZ,3,Abertura de conta,2025-03-18,14:33,15:55,16:09,82,14,Atendido,Normal,FUN0030,4,
SNH0018109,Maianga,KXM-MAI,1,Pagamento de Serviços,2025-02-08,,14:51,14:58,39,7,Atendido,Idoso,FUN0004,4,
SNH0008873,Rangel,KXM-RAN,3,Abertura de Conta,13/01/2025,11:02,11:03,,1,26,Desistiu,Gestante,FUN0013,4,
SNH0019159,Samba,KXM-SAM,2,Crédito,07/01/2025,11:49,12:47,13:21,58,34,Atendido,Normal,FUN0039,4,
